"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"New Hartford School District","","2011-2012","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Hartford School District","","2011-2012","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Hartford School District","","2011-2012","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Hartford School District","","2011-2012","Non-Special Education","Other Count","Number","-6666"
"New Hartford School District","","2011-2012","Special Education","Other Count","Number","-6666"
"New Hartford School District","","2011-2012","Non-Special Education","Other Rate","Percent","-6666"
"New Hartford School District","","2011-2012","Special Education","Other Rate","Percent","-6666"
"New Hartford School District","","2012-2013","Non-Special Education","Total Cohort Count","Number","-6666"
"New Hartford School District","","2012-2013","Special Education","Total Cohort Count","Number","-6666"
"New Hartford School District","","2012-2013","Non-Special Education","Four Year Graduation Count","Number","-6666"
"New Hartford School District","","2012-2013","Special Education","Four Year Graduation Count","Number","-6666"
"New Hartford School District","","2012-2013","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"New Hartford School District","","2012-2013","Special Education","Four Year Graduation Rate","Percent","-6666"
"New Hartford School District","","2012-2013","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Hartford School District","","2012-2013","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Hartford School District","","2012-2013","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Hartford School District","","2012-2013","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Hartford School District","","2012-2013","Non-Special Education","Other Count","Number","-6666"
"New Hartford School District","","2012-2013","Special Education","Other Count","Number","-6666"
"New Hartford School District","","2012-2013","Non-Special Education","Other Rate","Percent","-6666"
"New Hartford School District","","2012-2013","Special Education","Other Rate","Percent","-6666"
"New Hartford School District","","2013-2014","Non-Special Education","Total Cohort Count","Number","-6666"
"New Hartford School District","","2013-2014","Special Education","Total Cohort Count","Number","-6666"
"New Hartford School District","","2013-2014","Non-Special Education","Four Year Graduation Count","Number","-6666"
"New Hartford School District","","2013-2014","Special Education","Four Year Graduation Count","Number","-6666"
"New Hartford School District","","2013-2014","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"New Hartford School District","","2013-2014","Special Education","Four Year Graduation Rate","Percent","-6666"
"New Hartford School District","","2013-2014","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Hartford School District","","2013-2014","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Hartford School District","","2013-2014","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Hartford School District","","2013-2014","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Hartford School District","","2013-2014","Non-Special Education","Other Count","Number","-6666"
"New Hartford School District","","2013-2014","Special Education","Other Count","Number","-6666"
"New Hartford School District","","2013-2014","Non-Special Education","Other Rate","Percent","-6666"
"New Hartford School District","","2013-2014","Special Education","Other Rate","Percent","-6666"
"New Hartford School District","","2014-2015","Non-Special Education","Total Cohort Count","Number","-6666"
"New Hartford School District","","2014-2015","Special Education","Total Cohort Count","Number","-6666"
"New Hartford School District","","2014-2015","Non-Special Education","Four Year Graduation Count","Number","-6666"
"New Hartford School District","","2014-2015","Special Education","Four Year Graduation Count","Number","-6666"
"New Hartford School District","","2014-2015","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"New Hartford School District","","2014-2015","Special Education","Four Year Graduation Rate","Percent","-6666"
"New Hartford School District","","2014-2015","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Hartford School District","","2014-2015","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Hartford School District","","2014-2015","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Hartford School District","","2014-2015","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Hartford School District","","2014-2015","Non-Special Education","Other Count","Number","-6666"
"New Hartford School District","","2014-2015","Special Education","Other Count","Number","-6666"
"New Hartford School District","","2014-2015","Non-Special Education","Other Rate","Percent","-6666"
"New Hartford School District","","2014-2015","Special Education","Other Rate","Percent","-6666"
"New Haven School District","900952070","2010-2011","Non-Special Education","Total Cohort Count","Number","1291"
"New Haven School District","900952070","2010-2011","Special Education","Total Cohort Count","Number","159"
"New Haven School District","900952070","2010-2011","Non-Special Education","Four Year Graduation Count","Number","853"
"New Haven School District","900952070","2010-2011","Special Education","Four Year Graduation Count","Number","74"
"New Haven School District","900952070","2010-2011","Non-Special Education","Four Year Graduation Rate","Percent","66.1"
"New Haven School District","900952070","2010-2011","Special Education","Four Year Graduation Rate","Percent","46.5"
"New Haven School District","900952070","2010-2011","Non-Special Education","Still Enrolled After Four Years Count","Number","108"
"New Haven School District","900952070","2010-2011","Special Education","Still Enrolled After Four Years Count","Number","51"
"New Haven School District","900952070","2010-2011","Non-Special Education","Still Enrolled After Four Years Rate","Percent","8.4"
"New Haven School District","900952070","2010-2011","Special Education","Still Enrolled After Four Years Rate","Percent","32.1"
"New Haven School District","900952070","2010-2011","Non-Special Education","Other Count","Number","330"
"New Haven School District","900952070","2010-2011","Special Education","Other Count","Number","34"
"New Haven School District","900952070","2010-2011","Non-Special Education","Other Rate","Percent","25.6"
"New Haven School District","900952070","2010-2011","Special Education","Other Rate","Percent","21.4"
"New Haven School District","900952070","2011-2012","Non-Special Education","Total Cohort Count","Number","1163"
"New Haven School District","900952070","2011-2012","Special Education","Total Cohort Count","Number","169"
"New Haven School District","900952070","2011-2012","Non-Special Education","Four Year Graduation Count","Number","856"
"New Haven School District","900952070","2011-2012","Special Education","Four Year Graduation Count","Number","88"
"New Haven School District","900952070","2011-2012","Non-Special Education","Four Year Graduation Rate","Percent","73.6"
"New Haven School District","900952070","2011-2012","Special Education","Four Year Graduation Rate","Percent","52.1"
"New Haven School District","900952070","2011-2012","Non-Special Education","Still Enrolled After Four Years Count","Number","61"
